trial,candidate_id,model,fraction,seed,checkpoint_selection,learning_rate,weight_decay,structure_dropout,epochs_completed,stop_reason,elapsed_seconds,selected_epoch,val_loss_global_sign,val_loss_magnitude,val_loss_position,val_loss_relative_sign,val_loss_structure,val_loss_total,val_absolute_sign_accuracy,val_absolute_sign_set_accuracy,val_charge_mae,val_charge_magnitude_mae,val_global_invariant_charge_mae,val_global_sign_accuracy,val_global_sign_bce,val_mean_position_3d_error,val_mean_position_mae,val_observations_per_sample,val_observed_sample_fraction,val_pairwise_relative_sign_accuracy,val_position_mae_x,val_position_mae_y,val_position_mae_z,val_relative_configuration_accuracy,val_relative_sign_accuracy
lr0005__g05_full_reconstruction__g1__s41,lr0005,g05_full_reconstruction,1.0,41,structure,0.0005,0.0001,0.0,85,early_stopping,61.1717203000444,65,0.34559828424453737,0.07333644312620163,0.4663043041229248,0.06632071936130524,0.6059614753723145,0.9515597596168519,0.8707999954223633,0.832,0.2931446647644043,0.15305049514770508,0.18666023254394531,0.856,0.3455982837677002,0.7633311538696289,0.3745063095092773,32.0,1.0,0.9525999984741211,0.4732338523864746,0.42894462203979494,0.2213404064178467,0.917,0.962
lr0005__g05_full_reconstruction__g1__s41,lr0005,g05_full_reconstruction,1.0,41,total,0.0005,0.0001,0.0,85,early_stopping,61.1717203000444,65,0.34559828424453737,0.07333644312620163,0.4663043041229248,0.06632071936130524,0.6059614753723145,0.9515597596168519,0.8707999954223633,0.832,0.2931446647644043,0.15305049514770508,0.18666023254394531,0.856,0.3455982837677002,0.7633311538696289,0.3745063095092773,32.0,1.0,0.9525999984741211,0.4732338523864746,0.42894462203979494,0.2213404064178467,0.917,0.962
lr0005__g05_sign_only__g1__s41,lr0005,g05_sign_only,1.0,41,structure,0.0005,0.0001,0.0,77,early_stopping,48.292271200043615,57,0.3484926071166992,0.07495948392152786,0.4745536346435547,0.061539238095283506,0.6110523595809937,0.959544966697693,0.8728000030517579,0.832,0.2941254119873047,0.15590449142456056,0.189747652053833,0.858,0.3484926071166992,0.7681944274902344,0.3776488037109375,32.0,1.0,0.9509999923706055,0.469793399810791,0.4365153007507324,0.22663769340515136,0.913,0.9587999877929687
lr0005__g05_sign_only__g1__s41,lr0005,g05_sign_only,1.0,41,total,0.0005,0.0001,0.0,77,early_stopping,48.292271200043615,57,0.3484926071166992,0.07495948392152786,0.4745536346435547,0.061539238095283506,0.6110523595809937,0.959544966697693,0.8728000030517579,0.832,0.2941254119873047,0.15590449142456056,0.189747652053833,0.858,0.3484926071166992,0.7681944274902344,0.3776488037109375,32.0,1.0,0.9509999923706055,0.469793399810791,0.4365153007507324,0.22663769340515136,0.913,0.9587999877929687
lr002__g05_full_reconstruction__g1__s41,lr002,g05_full_reconstruction,1.0,41,structure,0.002,0.0001,0.0,41,early_stopping,29.18525869998848,21,0.35169869446754454,0.07460373288393021,0.46432175850868224,0.059408924281597136,0.5983344168663025,0.950033111333847,0.8782000045776367,0.837,0.28993149185180667,0.15597526168823242,0.1911055507659912,0.859,0.35169869232177736,0.7493368148803711,0.36718650817871096,32.0,1.0,0.9508000030517578,0.4293095703125,0.44513983154296877,0.22711008262634277,0.914,0.9607999801635743
lr002__g05_full_reconstruction__g1__s41,lr002,g05_full_reconstruction,1.0,41,total,0.002,0.0001,0.0,41,early_stopping,29.18525869998848,21,0.35169869446754454,0.07460373288393021,0.46432175850868224,0.059408924281597136,0.5983344168663025,0.950033111333847,0.8782000045776367,0.837,0.28993149185180667,0.15597526168823242,0.1911055507659912,0.859,0.35169869232177736,0.7493368148803711,0.36718650817871096,32.0,1.0,0.9508000030517578,0.4293095703125,0.44513983154296877,0.22711008262634277,0.914,0.9607999801635743
lr002__g05_sign_only__g1__s41,lr002,g05_sign_only,1.0,41,structure,0.002,0.0001,0.0,39,early_stopping,23.74691139999777,19,0.3480348987579346,0.07463398844003677,0.46885081052780153,0.054789844393730164,0.5982746415138245,0.9463095402717591,0.8747999954223633,0.835,0.29233542251586914,0.1561584758758545,0.18869663047790527,0.856,0.3480348968505859,0.7623982162475585,0.3745115661621094,32.0,1.0,0.9541999969482422,0.43696131896972656,0.4620361824035645,0.22453720092773438,0.919,0.961999984741211
lr002__g05_sign_only__g1__s41,lr002,g05_sign_only,1.0,41,total,0.002,0.0001,0.0,39,early_stopping,23.74691139999777,19,0.3480348987579346,0.07463398844003677,0.46885081052780153,0.054789844393730164,0.5982746415138245,0.9463095402717591,0.8747999954223633,0.835,0.29233542251586914,0.1561584758758545,0.18869663047790527,0.856,0.3480348968505859,0.7623982162475585,0.3745115661621094,32.0,1.0,0.9541999969482422,0.43696131896972656,0.4620361824035645,0.22453720092773438,0.919,0.961999984741211
random_01__g05_full_reconstruction__g1__s41,random_01,g05_full_reconstruction,1.0,41,structure,0.0004355884553,0.0003927169532,0.0,90,early_stopping,64.31993360002525,58,0.35268495774269104,0.07487573248147965,0.4726808042526245,0.062115592569112775,0.6096721205711365,0.9623570783138276,0.8767999877929687,0.837,0.2893859558105469,0.15537420845031738,0.18932985305786132,0.862,0.3526849555969238,0.7668991394042969,0.376204288482666,32.0,1.0,0.9521999969482422,0.4690680389404297,0.43276157760620115,0.22678319549560547,0.916,0.9611999893188476
random_01__g05_full_reconstruction__g1__s41,random_01,g05_full_reconstruction,1.0,41,total,0.0004355884553,0.0003927169532,0.0,90,early_stopping,64.31993360002525,70,0.3441476638317108,0.07478730070590973,0.47158634424209595,0.06611721628904342,0.6124908528327941,0.956638516664505,0.8747999877929687,0.833,0.2920944175720215,0.15435223197937012,0.18920026969909667,0.86,0.34414766311645506,0.7642085037231445,0.3744539260864258,32.0,1.0,0.9505999984741211,0.4709151496887207,0.42793568420410155,0.22451092147827148,0.913,0.9595999984741211
random_01__g05_sign_only__g1__s41,random_01,g05_sign_only,1.0,41,structure,0.0004355884553,0.0003927169532,0.0,92,early_stopping,56.361464700021315,68,0.3498166568279266,0.07506180799007416,0.47574303245544436,0.0634253805577755,0.6142302069664002,0.9640468637943268,0.8753999938964844,0.836,0.2906318016052246,0.15545978546142578,0.18996140670776368,0.861,0.34981665420532226,0.767186637878418,0.3759786186218262,32.0,1.0,0.9516000137329101,0.46545164489746094,0.43542847061157225,0.22705571556091309,0.915,0.9608000030517578
random_01__g05_sign_only__g1__s41,random_01,g05_sign_only,1.0,41,total,0.0004355884553,0.0003927169532,0.0,92,early_stopping,56.361464700021315,72,0.34606251621246337,0.07482134419679641,0.4752187309265137,0.0659407027065754,0.6159807748794556,0.962043291091919,0.8779999771118164,0.84,0.2884664459228516,0.15512508010864257,0.18709547424316406,0.858,0.34606251525878906,0.7663921585083008,0.37566758346557616,32.0,1.0,0.9547999877929687,0.46731836700439455,0.43606340026855467,0.223620943069458,0.92,0.9623999862670899
random_02__g05_full_reconstruction__g1__s41,random_02,g05_full_reconstruction,1.0,41,structure,0.00212116479,0.0001722189102,0.2,55,early_stopping,40.08153530000709,27,0.34976420998573304,0.07370076203346253,0.4357821328639984,0.06300404366850854,0.5724869480133057,0.9222511579990387,0.8696000061035156,0.825,0.29905276489257815,0.15460290718078612,0.1898002300262451,0.852,0.3497642097473145,0.7222616882324219,0.35416479873657225,32.0,1.0,0.9495999984741211,0.40378638458251953,0.4387262382507324,0.2199817543029785,0.911,0.9584000091552735
